49154	200226	0.918080739388
49154	11676	0.985014829265
49154	153662	0.978780388915
49155	143163	0.986204737491
49155	11676	0.962938502102
204804	11676	0.956505669851
204804	104636	0.987950158155
32773	59269	0.998274373175
32773	249862	0.901418616767
32773	229768	1.0
32773	218121	0.985572194154
32773	240144	0.97831183354
32773	84882	0.99554021698
32773	35859	0.998897118895
32773	31556	0.996539046663
32773	11676	0.968181901614
32773	135458	0.980461039793
32773	101851	0.953406351823
32773	86189	0.994473681394
32773	177458	0.995026845565
32773	114868	1.0
32773	201526	0.878562681496
32773	181176	0.998870287716
32773	257204	0.99085837616
32773	242106	1.0
32773	38590	1.0
32773	144707	1.0
32773	251844	0.995148591485
32773	7286	0.939382035457
32773	7346	0.99253713292
32773	68555	0.975547783482
32773	37712	1.0
32773	21202	1.0
32773	242083	0.948687126373
32773	110934	0.998790536866
32773	83671	0.998455612212
32773	259035	1.0
32773	122716	0.996927796119
32773	23902	0.953095745412
32773	240225	1.0
32773	125538	0.986486247371
32773	26598	0.980312955861
32773	229741	0.998442770921
32773	142062	0.999015263178
32773	218608	0.966430796907
32773	37950	0.950189630219
32773	156150	0.998073358714
32773	93047	0.992794553592
32773	230522	0.936473551431
32773	269566	0.990986242393
32773	56447	0.987772593447
278535	11676	0.986020163481
278535	104636	0.982587367713
278535	192245	0.998842156348
278535	258534	0.978557145059
208406	23872	0.998316931959
208406	196738	0.994618539532
208406	66942	0.986491878074
208406	234828	0.992650040404
208406	55490	0.999071080806
208406	159506	0.996082439934
208406	226965	0.978452522978
208406	101851	1.0
208406	11676	0.981485847387
208406	88733	0.996006518808
208406	242083	0.976509116437
208406	87141	0.990421944966
208406	213628	0.988455096735
208406	231210	0.991827909007
208406	115435	0.989750057036
208406	95359	0.98790475106
208406	200245	0.995268173427
208406	7346	0.975804466769
208406	257204	0.999140554899
208406	37950	0.989553045175
208406	183995	0.998948324199
208406	16795	0.988934874991
208406	193469	0.999015263178
208406	153662	0.995842191269
208406	181077	0.986021444
163851	48025	0.988536827661
163851	158433	0.994846167208
163851	265115	0.992733048645
163851	87141	0.98845013911
163851	102647	0.990499474631
163851	217468	0.994949494949
163851	11676	0.860998482428
163851	16795	0.968149286627
163851	104636	0.988640104529
163851	126492	0.997782407347
163851	105979	0.969950340298
196621	11676	0.952646074988
270352	114368	0.991779073682
270352	254465	0.982707629824
